product_id	date	num_prod_hits
Infor Syteline	200301	90
Infor Financial Management	200602	1
Infor Financial Management	200712	1
Infor Financial Management	201112	3
Infor Financial Management	201601	9
Infor Infinium	200002	1
Infor Infinium	200008	3
Infor Infinium	200306	2
Infor Infinium	200911	28
Infor Infinium	201002	33
Infor Human Capital Management (HCM)	200508	19
Infor Optiva	200304	5
Infor Optiva	200902	74
Infor Optiva	200903	79
Infor Optiva	200905	103
Infor Optiva	200906	76
Infor Hansen	200406	2
Infor Hansen	200410	1
Infor Hansen	200906	11
Infor Supply Chain Management (SCM)	200306	1
Infor Supply Chain Management (SCM)	200403	1
Infor Supply Chain Management (SCM)	200406	1
Infor Supply Chain Management (SCM)	200503	1
Infor Supply Chain Management (SCM)	200510	3
Infor Workbrain	200508	19
Teradata Unity	201605	74
Plex Systems	200104	1
Plex Systems	200206	1
Plex Systems	200304	1
Plex Systems	200310	1
Plex Systems	201403	71
Intel Lustre	201111	120
Plex ERP	200303	1
Plex ERP	201408	57
Plex ERP	201510	66
Plex Online	200001	2
Plex Online	200206	1
Plex Online	201108	17
Plex Online	201403	41
Plex Online	201704	19
Kaspersky (Unspecified Product)	201512	768
Kaspersky (Unspecified Product)	201603	1277
Kaspersky (Unspecified Product)	201607	889
Kaspersky (Unspecified Product)	201609	764
Kaspersky Anti-Virus	200106	3
Kaspersky Anti-Virus	200107	2
Kaspersky Anti-Virus	200402	3
Kaspersky Anti-Virus	201512	321
Kaspersky Anti-Virus	201603	493
Kaspersky Anti-Virus	201607	316
Apriso	200908	38
Apriso	201408	217
Apriso FlexNet	200908	29
Apriso FlexNet	201404	104
Apriso FlexNet	201405	96
Apriso FlexNet	201408	185
Click Software (Unspecified Product)	201402	340
Click Software (Unspecified Product)	201403	378
ClickSchedule	200205	2
ClickSchedule	200208	2
ClickSchedule	200209	2
ClickSchedule	200402	2
ClickSchedule	200902	24
ClickSchedule	201007	56
ClickSchedule	201110	73
Micro Focus Caliber	200510	12
Micro Focus Caliber	200811	58
Micro Focus Caliber	200902	77
Micro Focus Silk	200102	45
Micro Focus Silk	200104	52
Micro Focus VisiBroker	200002	13
Micro Focus VisiBroker	200003	12
Micro Focus VisiBroker	200004	17
Micro Focus VisiBroker	200011	14
Micro Focus VisiBroker	200102	18
Micro Focus VisiBroker	200106	16
Micro Focus VisiBroker	200109	14
Apple Mac Mini	200307	2
Apple Mac Mini	201304	115
Apple Mac Pro	200011	2
Apple Mac Pro	200209	3
Apple MacBook Pro	201409	1028
Apple MacBook Pro	201410	817
Apple MacBook Pro	201411	784
Apple MacBook Air	200308	3
Apple MacBook Air	201604	324
Apple iPad	201503	3090
Apple iPad	201507	3335
Apple iPod	200510	4
Apple iPod	200512	10
Apple iPhone	201611	50350
Apple iPhone	201612	52402
Apple iPhone	201702	44074
Apple iPhone	201703	52191
Apple iPhone	201704	28696
Edgewall Trac	200909	8
Edgewall Trac	200910	8
Edgewall Trac	200911	8
Edgewall Trac	201003	14
Apple (Unspecified Product)	201611	64977
Apple (Unspecified Product)	201612	68705
Apple (Unspecified Product)	201702	56927
Apple (Unspecified Product)	201703	64706
Apple (Unspecified Product)	201704	34794
Pivotal Tracker	201502	534
Pivotal Tracker	201504	1070
Pivotal Tracker	201507	1162
FogBugz	200510	6
FogBugz	200904	51
Psion Teklogix	200003	3
Psion Teklogix	200004	3
Psion Teklogix	200107	5
Psion Teklogix	200206	4
Birst	201411	303
Birst	201412	183
Autodesk 3ds Max	200006	11
Autodesk Maya	200404	7
Autodesk Maya	201111	213
Autodesk Revit	201702	794
Barracuda Networks (Unspecified Product)	200503	12
Barracuda Spam & Virus Firewall	200005	4
Barracuda Web Filter	200001	4
Barracuda Web Filter	200010	2
Barracuda Web Filter	200107	1
Barracuda Web Filter	200402	1
Barracuda Web Application Firewall	201108	9
Barracuda Web Application Firewall	201110	12
Barracuda Web Application Firewall	201201	11
Barracuda NG Firewall	200701	2
Barracuda NG Firewall	201210	4
Barracuda NG Firewall	201607	11
Barracuda NG Firewall	201608	12
Barracuda NG Firewall	201609	9
Barracuda Load Balancer	200801	5
Barracuda Load Balancer	201207	9
Citrix AppDNA	201006	25
Citrix AppDNA	201209	25
Citrix AppDNA	201211	30
Citrix CloudStack	201211	11
Citrix CloudPortal	201210	2
IBM WebSphere Business Integration	200510	8
IBM WebSphere Business Integration	200511	32
IBM WebSphere Business Integration	200603	38
IBM WebSphere Business Modeler	200905	35
IBM WebSphere Business Modeler	201002	56
IBM WebSphere Business Modeler	201003	68
IBM WebSphere Business Modeler	201010	77
IBM WebSphere Commerce	200612	258
IBM WebSphere Data Interchange	200012	1
IBM WebSphere Data Interchange	200310	1
IBM WebSphere Data Interchange	200312	3
IBM WebSphere Data Interchange	200405	1
IBM WebSphere Data Interchange	200410	1
IBM WebSphere Data Interchange	200906	9
IBM WebSphere Data Interchange	201009	16
IBM Business Process Manager	201212	254
IBM Business Process Manager	201304	322
IBM Business Process Manager	201307	293
IBM WebSphere Message Broker	200911	244
IBM WebSphere Message Broker	200912	232
IBM WebSphere Message Broker	201704	100
IBM WebSphere ILOG JRules	200011	3
IBM WebSphere ILOG JRules	200309	5
IBM WebSphere Portal Server	200911	192
IBM DB2 Connect	200104	9
IBM DB2 Connect	200203	8
IBM DB2 Connect	200209	11
IBM SPSS Data Collection	200403	2
IBM SPSS Data Collection	201107	43
IBM SPSS Data Collection	201402	81
IBM SPSS Data Collection	201403	98
IBM SPSS Modeler	201409	142
IBM Tivoli Access Manager	200911	146
IBM Tivoli Application Dependency Discovery Manager	201108	41
IBM Tivoli Application Dependency Discovery Manager	201305	62
IBM Tivoli Asset Management for IT	200011	2
IBM Tivoli Asset Management for IT	200103	3
IBM Tivoli Asset Management for IT	200104	2
IBM Tivoli Asset Management for IT	200203	2
IBM Tivoli Asset Management for IT	200206	3
IBM Tivoli Asset Management for IT	200302	3
IBM Tivoli Composite Application Manager (ITCAM)	200908	81
IBM Tivoli Composite Application Manager (ITCAM)	200909	91
IBM Tivoli Composite Application Manager (ITCAM)	200910	83
IBM Tivoli Composite Application Manager (ITCAM)	200911	70
IBM Tivoli Configuration Manager	200102	5
IBM Tivoli Configuration Manager	200402	5
IBM Tivoli Configuration Manager	200407	8
IBM Tivoli Configuration Manager	200411	6
IBM Tivoli Configuration Manager	200906	63
IBM Tivoli Configuration Manager	201504	471
IBM Tivoli Directory Integrator (TDI)	201002	374
Amazon Elastic MapReduce	201704	119
Amazon CloudFront	201704	284
Amazon Relational Database Service (RDS)	201604	1526
Amazon Relational Database Service (RDS)	201703	1237
Amazon Relational Database Service (RDS)	201704	641
Amazon DynamoDB	201604	1333
Amazon DynamoDB	201611	1127
Amazon DynamoDB	201702	1165
Amazon DynamoDB	201703	1376
Amazon DynamoDB	201704	745
Amazon SimpleDB	201207	103
Amazon ElastiCache	201704	155
Amazon AWS Identity and Access Management (IAM)	201702	466
Amazon AWS Identity and Access Management (IAM)	201703	600
Amazon AWS Identity and Access Management (IAM)	201704	355
Amazon Cloudwatch	201702	685
Amazon Cloudwatch	201703	829
Amazon Cloudwatch	201704	411
Amazon AWS Elastic Beanstalk	201703	348
Amazon AWS Elastic Beanstalk	201704	191
Amazon AWS CloudFormation	201702	996
Amazon AWS CloudFormation	201703	1277
Amazon AWS CloudFormation	201704	746
Sage Peachtree Quantum	200010	1
Sage Peachtree Quantum	200205	1
Sage Peachtree Quantum	200309	1
Sage Peachtree Quantum	200404	1
Sage Peachtree Quantum	200906	9
Sage Peachtree Complete	200011	6
Sage Peachtree Complete	200105	12
Sage Peachtree Complete	200210	7
Sage Peachtree Complete	200304	11
Sage Peachtree Complete	200402	9
Sage Peachtree Complete	200405	11
ShoreTel Communicator	200207	1
ShoreTel Communicator	200410	1
ShoreTel Communicator	200412	1
IBM System z Mainframe	200904	771
IBM System z Mainframe	201609	8861
IBM z/OS Operating System	201609	8784
IBM z/VSE Operating System	200210	1
IBM z/VSE Operating System	200802	13
IBM z/VSE Operating System	200812	18
IBM z/VSE Operating System	200901	25
IBM z/VSE Operating System	200902	19
IBM z/VSE Operating System	200906	20
IBM z/VSE Operating System	201005	40
IBM z/VSE Operating System	201006	34
IBM z/VM Operating System	200903	106
IBM z/VM Operating System	200904	182
IBM z/VM Operating System	200905	126
IBM z/TPF Operating System	200908	21
IBM z/TPF Operating System	201303	52
Experian CheetahMail	200908	115
Experian CheetahMail	200909	104
Experian CheetahMail	200910	83
Experian CheetahMail	201003	138
NetApp FC SAN Storage Solution	200710	4
NetApp FC SAN Storage Solution	201304	8
NetApp FC SAN Storage Solution	201305	11
SUN SPARC Servers	200007	32
SUN SPARC Servers	200008	42
SUN SPARC Servers	200011	29
SUN SPARC Servers	200102	34
Sun StorEdge	200008	8
Sun StorEdge	200009	8
Sun StorEdge	200303	12
Oracle Tape Storage	200803	8
Oracle Tape Storage	201303	34
Oracle Tape Storage	201304	49
Oracle Tape Storage	201305	40
Oracle Tape Storage	201306	36
IBM Tape Systems	200204	4
IBM Tape Systems	200207	4
IBM Tape Systems TS3500	201107	78
IBM Tape Systems TS3500	201305	88
IBM Tape Systems TS3500	201306	67
Quantum Tape Libraries	200202	4
Quantum Tape Libraries	200305	4
Quantum Tape Libraries	200508	5
Quantum Tape Libraries	200902	27
Sun x86 Server Systems	200003	1
Sun x86 Server Systems	200203	2
Sun x86 Server Systems	200809	13
Sun x86 Server Systems	200810	12
Sun x86 Server Systems	201106	27
Sun x86 Server Systems	201107	43
Sun x86 Server Systems	201108	29
Sun x86 Server Systems	201110	31
Sun Fire Server Systems	200403	21
Sun Fire Server Systems	200510	25
Responsys	200105	4
Responsys	200402	5
Responsys Interact	200106	2
Responsys Interact	200208	1
Responsys Interact	200209	1
Responsys Interact	201207	32
IBM System x Server	200105	1
IBM System x Server	200306	2
IBM System x Server	200502	2
IBM System x Server	201007	33
HP Integrity Servers	200002	4
HP Integrity Servers	200507	14
Compuware Gomez	200910	122
Changepoint	200302	8
Compuware Uniface	200002	10
Compuware Uniface	200005	9
Compuware Uniface	200009	10
Compuware Uniface	200010	9
Compuware Covisint	200205	6
Compuware Covisint	200210	9
Compuware Covisint	200306	7
Compuware Covisint	200506	12
Compuware Covisint	200507	10
CA IntroScope	201006	285
CA IntroScope	201105	336
CA IntroScope	201106	327
CA Customer Experience Manager (CEM)	200912	35
CA Customer Experience Manager (CEM)	201205	62
CA Application Performance Management (APM)	200004	1
CA Application Performance Management (APM)	201307	51
CA NetQoS NetVoyant	200212	3
CA NetQoS NetVoyant	200803	9
CA NetQoS NetVoyant	200809	13
CA NetQoS NetVoyant	201111	26
CA NetQoS SuperAgent	200209	4
CA NetQoS SuperAgent	200210	1
CA NetQoS SuperAgent	200310	2
CA NetQoS SuperAgent	201004	25
CA NetQoS ReporterAnalyzer	200106	1
CA NetQoS ReporterAnalyzer	200310	2
CA NetQoS ReporterAnalyzer	200910	16
CA NetQoS ReporterAnalyzer	201004	28
CA NetQoS ReporterAnalyzer	201005	22
CA Virtual Assurance	201101	20
CA Virtual Assurance	201102	9
CA Virtual Assurance	201103	13
CA Virtual Assurance	201104	9
CA Virtual Assurance	201108	15
CA Virtual Assurance	201112	14
CA Spectrum	201007	142
CA eHealth	200902	99
CA eHealth	201009	205
CA eHealth	201102	229
CA GigaStor	200903	9
CA GigaStor	201308	32
CA GigaStor	201310	34
CA GigaStor	201312	34
CA GigaStor	201402	40
CA GigaStor	201702	59
Arcserve UDP	200011	75
Arcserve UDP	200103	90
CA IdentityMinder	200210	2
CA IdentityMinder	200308	3
CA IdentityMinder	200806	37
CA IdentityMinder	200902	29
CA IdentityMinder	201202	104
CA IdentityMinder	201309	126
CA SiteMinder	201006	333
CA SiteMinder	201111	405
CA AppLogic	200004	2
CA AppLogic	200012	2
CA AppLogic	200202	2
CA AppLogic	200204	2
CA AppLogic	200207	2
CA AppLogic	200309	2
CA AppLogic	200311	2
CA Project Portfolio Management (PPM)	201601	157
CA Project Portfolio Management (PPM)	201604	202
CA Project Portfolio Management (PPM)	201607	145
CA Project Portfolio Management (PPM)	201608	175
CA Project Portfolio Management (PPM)	201611	128
CA EcoSoftware	201007	10
CA SysEdge	200206	1
CA SysEdge	200407	2
CA SysEdge	200610	9
CA SysEdge	200611	16
CA SysEdge	200806	13
OpTier Always-on APM	201203	78
OpTier Always-on APM	201305	84
OpTier Always-on APM	201306	143
OpTier Always-on APM	201311	84
OpTier Always-on APM	201410	167
Limelight CDN	201003	49
Limelight CDN	201005	60
Limelight CDN	201309	105
IBM ProtecTIER	200002	1
IBM ProtecTIER	201210	65
IBM ProtecTIER	201303	45
IBM ProtecTIER	201305	57
IBM ProtecTIER	201306	50
Sun Blade Server Systems	200311	3
Sun Blade Server Systems	200410	6
Sun Blade Server Systems	200503	6
Sun Blade Server Systems	200506	9
Sun Blade Server Systems	200510	8
Sun Netra Server Systems	200007	9
Sun Netra Server Systems	200009	11
Sun Netra Server Systems	200011	8
Sun Netra Server Systems	200111	11
Sun Netra Server Systems	200211	11
Sun Netra Server Systems	200302	10
IBM FlashSystem	200107	1
IBM FlashSystem	200305	2
IBM FlashSystem	201003	15
IBM FlashSystem	201004	21
Sun Fire X4470	201101	2
Sun Fire X4470	201302	4
Sun Fire X4800	201101	4
Sun Fire X4800	201102	3
Sun Fire X4800	201302	4
Sun Fire X4800	201305	6
Sun Fire X4270	200908	1
Sun Fire X4270	201205	1
HP ProLiant BL Series Blade Servers	201111	669
HP ProLiant ML Tower Servers	200104	5
HP ProLiant ML Tower Servers	200202	7
HP ProLiant ML Tower Servers	200211	5
HP ProLiant ML Tower Servers	200303	8
HP ProLiant ML Tower Servers	200402	7
HP ProLiant ML Tower Servers	200509	15
HP ProLiant ML Tower Servers	200510	11
HP Integrity Superdome Servers	200002	4
HP Integrity Superdome Servers	200207	5
HP Integrity Superdome Servers	200405	8
HP Integrity Superdome Servers	200506	11
HP Integrity Superdome Servers	200507	13
HP Integrity Nonstop Servers	200205	2
HP Integrity Nonstop Servers	200303	2
HP Integrity Nonstop Servers	200309	2
HP Integrity Nonstop Servers	200311	2
HP Integrity Nonstop Servers	200908	31
HP Integrity Nonstop Servers	200909	27
HP Rackmount Carrier Grade Server	200906	8
HP Rackmount Carrier Grade Server	200907	12
HP Rackmount Carrier Grade Server	201404	23
Dell PowerEdge R610 Rack Server	200005	3
Dell PowerEdge R610 Rack Server	200212	2
Dell PowerEdge R610 Rack Server	201003	30
Dell PowerEdge R710 Rack Server	200011	2
Dell PowerEdge R710 Rack Server	200107	2
Dell PowerEdge R710 Rack Server	200502	3
Dell PowerEdge R710 Rack Server	200911	27
Dell PowerEdge R810 Rack Server	201001	4
Dell PowerEdge R810 Rack Server	201110	5
Dell PowerEdge M710 Blade Server	201004	1
Dell PowerEdge M710 Blade Server	201005	1
Dell PowerEdge M710 Blade Server	201008	1
Dell PowerEdge M710 Blade Server	201106	1
Dell PowerEdge M710 Blade Server	201302	2
Dell PowerEdge M910 Blade Server	201107	29
Dell PowerEdge M910 Blade Server	201108	28
Dell PowerEdge M910 Blade Server	201109	18
Dell PowerEdge M910 Blade Server	201110	23
IBM Server	200002	40
IBM Server	200003	61
IBM Server	200007	44
Siebel Contact Center	200108	12
Siebel Contact Center	200304	11
Siebel Field Service	200011	2
Siebel Field Service	200110	2
Siebel Field Service	200207	2
Siebel Field Service	200306	4
Siebel Field Service	200403	3
Siebel Field Service	200910	40
Dell EMC Control Center	200710	118
Dell PowerEdge 1950 Rack Server	200903	27
Dell PowerEdge 1950 Rack Server	200911	33
Dell PowerEdge 1950 Rack Server	200912	35
Dell PowerEdge 1950 Rack Server	201003	40
Dell PowerEdge 2900 Tower Server	200002	1
Dell PowerEdge 2900 Tower Server	200205	1
Dell PowerEdge M600 Blade Server	200905	2
Dell PowerEdge M600 Blade Server	201205	6
Dell PowerEdge M600 Blade Server	201312	11
Dell PowerEdge M600 Blade Server	201401	11
Dell PowerEdge M600 Blade Server	201704	6
Dell PowerEdge R900 Rack Server	200202	2
Dell PowerEdge R900 Rack Server	200205	1
Dell PowerEdge R900 Rack Server	200911	15
Amazon Elastic Load Balancing	200107	1
Amazon Elastic Load Balancing	201609	128
Amazon Elastic Load Balancing	201611	136
Amazon Elastic Load Balancing	201704	76
Amazon Route 53	201605	179
Amazon Route 53	201610	173
IFS Applications	200108	3
IFS Applications	200307	3
IFS Applications	200401	23
IFS Applications	200412	6
ADP Desking	200501	1
ADP Desking	201110	3
ADP Desking	201204	4
ADP Desking	201301	5
ADP Desking	201407	5
Salesforce.com Chatter	201309	286
Salesforce.com Chatter	201504	672
Salesforce.com Chatter	201704	268
Salesforce.com Jigsaw	201206	375
Salesforce.com Jigsaw	201207	373
Salesforce.com Jigsaw	201209	369
Salesforce.com Jigsaw	201212	450
Altair Hyperworks	200003	7
Altair Hyperworks	200004	8
Altair Hyperworks	200103	9
Altair Hyperworks	200209	10
Altair Hyperworks	200407	14
Altair PBS Pro	200902	19
Altair PBS Pro	201003	36
Altair PBS Pro	201202	37
Altair PBS Pro	201203	57
Altair HyperMesh	200003	7
Altair HyperMesh	200004	8
Altair HyperMesh	200103	8
Altair HyperMesh	200407	12
Altair HyperView	200004	3
Altair HyperView	200209	2
Altair HyperView	200903	22
Altair HyperView	200904	18
Altair HyperGraph	200005	4
Altair HyperGraph	200010	2
Altair HyperGraph	200012	4
Altair HyperCrash	200902	2
Altair HyperCrash	200906	2
Altair HyperCrash	201105	7
Altair HyperCrash	201203	7
Altair MotionView	200202	1
Altair MotionView	200411	2
Altair MotionView	200507	3
Altair MotionView	200509	3
Altair MotionView	201009	24
Altair SimLab	200108	1
Altair SimLab	201004	19
Altair SimLab	201206	27
Altair SimLab	201411	53
Altair RADIOSS	200105	3
Altair RADIOSS	200110	2
Altair RADIOSS	200111	2
Altair RADIOSS	200309	3
Altair AcuSolve	200907	15
Altair AcuSolve	200908	34
Altair AcuSolve	200909	21
Altair AcuSolve	200910	15
Altair AcuSolve	201007	29
Altair OptiStruct	200004	3
Altair OptiStruct	200509	9
Altair OptiStruct	201403	177
Altair HyperStudy	200612	3
Altair HyperStudy	201106	12
Altair MotionSolve	200509	3
Altair MotionSolve	201006	21
Altair MotionSolve	201007	13
NetScout nGenius	200302	5
NetScout nGenius	200305	5
NetScout nGenius	200812	46
NetScout Sniffer Analysis	200006	2
NetScout Sniffer Analysis	200011	2
NetScout Sniffer Analysis	200103	2
NetScout Sniffer Analysis	200911	40
Riverbed Steelhead	200010	2
Riverbed Steelhead	200107	2
Riverbed Steelhead	201009	74
Riverbed Steelhead	201403	174
NetScout (Unspecified Product)	200002	6
Micro Focus ZENworks Configuration Management	200109	1
Micro Focus ZENworks Configuration Management	200303	1
Micro Focus ZENworks Configuration Management	201107	18
Micro Focus ZENworks Configuration Management	201110	18
Micro Focus ZENworks Linux Management	200812	14
Micro Focus ZENworks Linux Management	200901	21
Micro Focus ZENworks Linux Management	200902	19
Micro Focus ZENworks Linux Management	200908	18
Micro Focus Identity Manager	200807	25
Micro Focus Identity Manager	200808	29
Micro Focus Identity Manager	200810	43
Micro Focus Identity Manager	200811	21
Micro Focus Identity Manager	200904	25
Micro Focus Identity Manager	200905	29
SteelCentral Transaction Analyzer	201108	21
SteelCentral Transaction Analyzer	201109	10
SteelCentral AppInternals	201107	33
SteelCentral AppInternals	201108	48
SteelCentral AppInternals	201207	37
SteelCentral NetPlanner	200105	2
SteelCentral NetPlanner	200402	2
SteelCentral NetPlanner	200406	4
SteelCentral NetPlanner	200503	3
SteelCentral NetPlanner	200609	16
SteelCentral NetPlanner	200803	23
SteelCentral NetPlanner	200901	36
SteelCentral NetAuditor	201112	59
SteelCentral NetAuditor	201201	111
SteelCentral NetAuditor	201202	55
SteelCentral NetAuditor	201203	48
Riverbed Modeler	200112	6
Riverbed Modeler	200207	3
Riverbed Modeler	200304	3
Riverbed Modeler	200708	33
Riverbed Modeler	200902	35
Riverbed Modeler	200905	37
Riverbed SteelCentral	200406	4
Riverbed SteelCentral	201111	203
Riverbed SteelCentral	201112	121
Riverbed SteelCentral	201201	149
SunGard Plus 360	201208	1
SunGard Plus 360	201602	2
SunGard AvantGard	200103	1
SunGard AvantGard	200504	2
SunGard AvantGard	200508	2
SunGard AvantGard	200802	9
SunGard AvantGard	200911	15
SunGard AvantGard	201008	28
SunGard AddVantage	200204	3
SunGard Aligne	200005	1
SunGard Aligne	201305	60
SunGard Aligne	201307	60
SunGard Ambit	200010	1
SunGard Ambit	200410	1
SunGard Ambit	200508	3
SunGard Ambit	201108	20
SunGard Ambit	201109	19
SunGard Ambit	201110	19
SunGard Ambit	201111	25
SunGard Ambit	201112	25
SunGard Asset Arena	200004	3
SunGard Asset Arena	200008	2
SunGard Asset Arena	200802	16
SunGard Global Plus	200004	9
SunGard InvesTier	200211	2
SunGard InvesTier	200906	31
SunGard InvesTier	200907	50
SunGard Investran	200906	78
SunGard Investran	200907	62
SunGard Investran	200910	73
SunGard Kiodex	200105	1
SunGard Kiodex	200106	1
SunGard Kiodex	200107	1
SunGard Kiodex	200202	1
SunGard Kiodex	200208	1
SunGard Kiodex	200309	1
SunGard Kiodex	200506	2
SunGard Kiodex	200811	9
SunGard Loanet	200004	4
SunGard Loanet	200106	6
SunGard Loanet	200306	5
SunGard Loanet	200910	60
SunGard Relius	200210	4
SunGard Relius	200311	7
SunGard ZaiNet	200010	5
SunGard ZaiNet	200905	59
SunGard ZaiNet	200910	75
Websense Triton	200004	1
Websense Triton	200209	1
Websense Triton	200403	2
Websense Triton	200404	1
Websense Triton	201607	71
New Relic	201702	1132
New Relic	201704	723
AppDynamics	201704	443
HP Operations Orchestration	201303	147
HP Operations Orchestration	201403	229
Dell PowerEdge 1800 Rack Server	200506	2
Dell PowerEdge 1800 Rack Server	200507	3
Dell PowerEdge 1800 Rack Server	200508	3
Dell PowerEdge 1800 Rack Server	200510	3
Dell PowerEdge 1800 Rack Server	200603	9
Cisco Nexus 7700	201412	11
Cisco Nexus 7700	201603	27
Dell PowerEdge 1850 Rack Server	200011	1
Dell PowerEdge 1850 Rack Server	200107	2
Dell PowerEdge 1850 Rack Server	200507	3
Dell PowerEdge 1850 Rack Server	200509	5
Dell PowerEdge 1850 Rack Server	200709	22
Dell PowerEdge 1850 Rack Server	200710	23
Dell PowerEdge 1900 Tower Server	200110	1
Dell PowerEdge 1900 Tower Server	200404	1
Dell PowerEdge 1900 Tower Server	200502	1
Dell PowerEdge 1900 Tower Server	200711	5
Dell PowerEdge 1900 Tower Server	200803	7
Dell PowerEdge 1955 Blade Server	200303	1
Dell PowerEdge 1955 Blade Server	200704	3
Dell PowerEdge 1955 Blade Server	200706	3
Dell PowerEdge 1955 Blade Server	201003	6
Dell PowerEdge 2800	200506	4
Dell PowerEdge 2800	200507	3
Dell PowerEdge 2800	200508	5
Dell PowerEdge 2800	200509	6
Dell PowerEdge 2800	200510	4
Cisco SCE 8000	200207	1
Cisco SCE 8000	200508	1
Cisco SCE 8000	201003	14
Cisco SCE 8000	201005	13
Dell PowerEdge 2850 Rack Server	200103	3
Dell PowerEdge 2850 Rack Server	200206	5
Dell PowerEdge 2850 Rack Server	200507	9
Dell PowerEdge 2850 Rack Server	200508	11
Dell PowerEdge 2850 Rack Server	200509	10
Dell PowerEdge 2850 Rack Server	200510	8
Dell PowerEdge 2950 Rack Server	200103	4
Dell PowerEdge 2950 Rack Server	200107	2
Dell PowerEdge 2950 Rack Server	201103	92
Dell PowerEdge 2950 Rack Server	201112	95
Dell PowerEdge 2970 Rack Server	200401	2
Dell PowerEdge 2970 Rack Server	200709	2
Dell PowerEdge 2970 Rack Server	200812	4
Dell PowerEdge 2970 Rack Server	200912	3
Dell PowerEdge 6800 Tower Server	200511	1
Dell PowerEdge 6800 Tower Server	200610	3
Dell PowerEdge 6800 Tower Server	200612	3
Dell PowerEdge 6800 Tower Server	200702	2
Dell PowerEdge 6800 Tower Server	200712	3
Dell PowerEdge 6800 Tower Server	200906	3
Dell PowerEdge 6850 Rack Server	200402	2
Dell PowerEdge 6850 Rack Server	200510	1
Dell PowerEdge 6950 Rack Server	200702	2
Dell PowerEdge 6950 Rack Server	200805	5
Dell PowerEdge 6950 Rack Server	200912	3
Dell PowerEdge 800 Tower Server	200606	1
Dell PowerEdge 800 Tower Server	200611	1
Dell PowerEdge 800 Tower Server	200712	1
Dell PowerEdge 800 Tower Server	200804	1
Dell PowerEdge 800 Tower Server	200810	1
Dell PowerEdge 800 Tower Server	200812	1
Dell PowerEdge 800 Tower Server	200906	1
Dell PowerEdge 830 Tower Server	200012	1
Dell PowerEdge 830 Tower Server	200607	2
Dell PowerEdge 830 Tower Server	200608	2
Dell PowerEdge 830 Tower Server	200609	2
Dell PowerEdge 840 Tower Server	200706	4
Dell PowerEdge 840 Tower Server	200707	7
Dell PowerEdge 840 Tower Server	200708	7
Dell PowerEdge 840 Tower Server	200804	5
Dell PowerEdge 850 Rack Server	200508	1
Dell PowerEdge 850 Rack Server	200603	3
Dell PowerEdge 850 Rack Server	200608	2
Dell PowerEdge 850 Rack Server	200610	2
Dell PowerEdge 850 Rack Server	200611	3
Dell PowerEdge 850 Rack Server	200702	2
Dell PowerEdge 860 Rack Server	200612	2
Dell PowerEdge 860 Rack Server	200707	4
Dell PowerEdge 860 Rack Server	200711	4
Dell PowerEdge 860 Rack Server	200803	3
Dell PowerEdge C6100 Rack Server	200001	1
Dell PowerEdge C6100 Rack Server	201212	2
Dell PowerEdge C6100 Rack Server	201503	4
Dell PowerEdge C6220 Rack Server	200505	1
Dell EqualLogic Compellent Storage Center	201701	506
Dell EqualLogic FS7500 Networked Storage	201304	1
Dell EqualLogic FS7500 Networked Storage	201309	2
Dell EqualLogic PS4100 Series Arrays	200301	1
Dell EqualLogic PS4100 Series Arrays	200712	2
Dell EqualLogic PS4100 Series Arrays	201309	6
Dell EqualLogic PS4100E Networked Storage	201110	1
Dell EqualLogic PS4100E Networked Storage	201207	1
Dell EqualLogic PS4100E Networked Storage	201302	2
Dell EqualLogic PS4100X Networked Storage	201206	1
Dell EqualLogic PS4100X Networked Storage	201302	1
Dell EqualLogic PS4100X Networked Storage	201304	1
Dell EqualLogic PS4100XV Networked Storage	201212	3
Dell EqualLogic PS6100 Series Arrays	200001	1
Dell EqualLogic PS6100 Series Arrays	200809	2
Dell EqualLogic PS6100 Series Arrays	201304	5
Dell EqualLogic PS6100 Series Arrays	201410	8
Dell EqualLogic PS6100E Networked Storage	201202	1
Dell EqualLogic PS6100E Networked Storage	201208	1
Dell EqualLogic PS6100X Networked Storage	200212	1
Dell EqualLogic PS6100XV Networked Storage	201206	1
Dell EqualLogic PS6100XV Networked Storage	201307	1
Dell EqualLogic PS6110 Series Arrays	201101	1
Dell EqualLogic PS6110 Series Arrays	201307	1
Dell EqualLogic PS6110 Series Arrays	201311	1
Dell EqualLogic PS4110 Series Arrays	201408	4
Dell EqualLogic PS4110 Series Arrays	201409	2
Dell EqualLogic PS4110X Networked Storage	201606	2
Dell EqualLogic PS6500 Series SAN Storage	200809	1
Dell EqualLogic PS6500 Series SAN Storage	201201	6
Dell EqualLogic PS6500 Series SAN Storage	201207	4
Dell EqualLogic PS6500 Series SAN Storage	201208	3
Dell EqualLogic PS6500E iSCSI SAN Storage	200907	2
Dell PowerEdge M610 Blade Server	200912	2
Dell PowerEdge M610 Blade Server	201106	4
Dell PowerEdge M610 Blade Server	201204	5
Dell PowerEdge M610 Blade Server	201207	5
Dell PowerEdge M620 Blade Server	201301	7
Dell PowerEdge M620 Blade Server	201412	8
Dell PowerEdge M620 Blade Server	201502	10
Dell PowerEdge R200 Rack Server	200808	3
Dell PowerEdge R210 Rack Server	200901	2
Dell PowerEdge R210 Rack Server	201005	2
Dell PowerEdge R210 Rack Server	201012	3
