unique_id,task_id,product_id,product_name,tag_id,id,is_good,property,value
1273,11745,15944,GetWellNetwork,142,85634,1,description,"<description>RN/Clinical Project Coordinator Department: MCR Resource Services Schedule: Part-time Shift: Day shift Job Req Number: 15909 Salary Range: Hours: 40 hrs/pp, days vary, 8am - 4:30pm Contact Information: Contact: Human Resources - PKM Tel: 970-495-7800 Email: pvhsjobs@pvhs.org Job Details: This position supports Magnet Re-designation at Medical Center of the Rockies and assists the Magnet Program Director in additional Magnet related projects. Works on GetWellNetwork projects and Patient Experience Committee. Summary: Support and maintain clinical projects through facilitation of committees. Enter, monitor and analyze data. Implement changes needed to successfully manage or complete projects. Support a team-oriented and multidisciplinary approach to committee structure. Requirements: Graduate of nursing program: Diploma, ADN, BSN or MSN. MSN preferred. BSN will be required for any employee in this position on or after January 1, 2013. Prior experience in project management preferred. Unrestricted RN license by State of Colorado Board of Nursing or compact privileges under the multi-state Nurse Licensure Compact agreement. DEMONSTRATED KNOWLEDGE, SKILLS & ABILITIES: Effective leadership, facilitation, teaching and negotiation skills. Excellent grammar and writing skills. Ability to be detail oriented and meet deadlines. Closing Date September 30, 2011</description>"
1274,11746,15944,GetWellNetwork,142,85635,1,description,"The intern will assist with Quality Improvement and Patient Safety - related initiatives, including education utilization efforts related to the GetWellNetwork interactive patient care system in addition to other initiatives. Work will be associated with health care and may be related to research, data analysis or program support."
1275,11746,15944,GetWellNetwork,142,85637,1,description,"This intern will assist with Quality Improvement and Patient Safety-related initiatives, including education utilization efforts related to the GetWellNetwork ineractive patient care system in addition to other inititatives. Work will be associated with health care and may be related to research, data analysis or program support. Requirements: -Must possess a High School Diploma or GED; bachelor's degree preferred. -Familiarity with MS Office products in particular MS Word and MS Excel."
1276,11746,15944,GetWellNetwork,142,85639,1,description,"Job Title: Central Sterile Intern Position Category: Administrative/Clerical Department: Central Supply Location: Mary Catherine Bunting Center Standard Weekly Hours: 04 Shift: Variable Weekends: No On Call: No Travel to Offsite location: No Job Summary: This intern will assist with Quality Improvement and Patient Safety-related initiatives, including education utilization efforts related to the GetWellNetwork ineractive patient care system in addition to other inititatives. Work will be associated with health care and may be related to research, data analysis or program support. Requirements: -Must possess a High School Diploma or GED; bachelor's degree preferred. -Familiarity with MS Office products in particular MS Word and MS Excel. -Familiarity with data analysis; report writing skills; conducting research and/or designing evaluations."
1277,11746,15944,GetWellNetwork,142,85641,1,description,"This intern will assist with Quality Improvement and Patient Safety-related initiatives, including education utilization efforts related to the GetWellNetwork interactive patient care system in addition to other initiatives. Work will be associated with health care and may be related to research, data analysis or program support.Requirements: High school diploma or currently enrolled in High School."
1278,11746,15944,GetWellNetwork,142,85643,1,description,"<description>Company: Childrens Hospital of Los Angeles Facility: Childrens Hospital Los Angeles at Los Angeles Department: Family Resource Center The Getwellnetwork (GWN) Assistant is responsible for content management, setting up and monitoring pathway/system functionally and supporting utilization of the Getwellnetwork system. In addition, the GWN Assistant will support other duties within the Family Resource Center (FRC) such as supporting the production and tracking of patient education content and covering the FRC during business hours. Minimum Experience Required: Experience with video production/photography and learning systems is desired. Experience with interactive web-based service systems a plus.Bilingual language capacity in Spanish-English, Vietnamese-English, and/or other language strongly preferredEffective verbal and written communication skills. Knowledge of computer software including work processing, spreadsheet and presentation applications plus working knowledge of medical terminology. Ability to prioritize tasks. Strong customer serviceMust be willing to work evening/weekend hours as needed Minimum Education/Training Required: Associate degree from an accredited school, or an equivalent combination of related education and experience. Founded in 1901, Children's Hospital Los Angeles is one of the nation's leading children's hospitals and is acknowledged worldwide for its leadership in pediatric and adolescent health. Children's Hospital Los Angeles is one of only seven children's hospitals in the nation and the only children's hospitals on the West Coast ranked for two consecutive years in all 10 pediatric specialties in the U.S. News and World Report rankings and named to the magazine's Honor Roll of children's hospitals. Children's Hospital Los Angeles is a premier teaching hospital and has been affiliated with the Keck School of Medicine of the University of Southern California since 1932. EOE/AA Full-time Flexible Days/Nights Apply Save Share Print --></description><experience>not provided</experience><education>Login Register [Employer Links will be here] --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> --> Assistant, Getwellnetwork August 27, 2011 Job Summary Company Childrens Hospital of... Childrens Hospital of Los Angeles</education>"
1279,11746,15944,GetWellNetwork,142,85645,1,description,"Interactive Patient Care Manager- Get Well Network Facility: Bloomington OSF St. Joseph Medical Center Bloomington IL, 61704 Department: Schedule: full-time Shift: Variable Hours: full time/variable- see link below to apply Hours Per Pay Period: Referral Bonus: Job Details: * Do not apply here. Please submit resumes to Get WellNetwork. Below is the direct link to the position: https://getwellnetwork-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobInfo&version=1&jobid=99 GetWellNetwork is a high-growth software company in the healthcare industry and is based in the Washington DC-area with employees located throughout the country. We pioneered the interactive patient care industry. Our clients are changing the nature of healthcare in America by using our tools to flip the model of patient care on its head. Our software applications empower healthcare providers, patients and families with information, tools and community needed along the patient journey to improve outcomes. Our employees are changing the lives of millions of patients and their families every day. If you consider yourself a rock star who loves working in a high-growth, dynamic environment filled with passionate employees then we want to meet with you, as we have your dream job! Opportunity: Dedicated Interactive Patient Care Manager A GetWellNetwork(R) Interactive Patient Care (IPC) Dedicated Manager is responsible for the daily operations and utilization of the GetWellNetwork system at a designated client hospital. The IPC Manager ensures client satisfaction by driving the interactive patient care blueprint for success agenda to achieve outcomes and ultimately improve patient care. The IPC Dedicated Manager is the liaison between the customer (Patients), the client (Hospital) and the GetWellNetwork Client Services team. GetWellNetwork is looking for a talented and enthusiastic Dedicated IPC Manager to support a client in Peoria, Illinois. Responsibilities: * Develop, manage and maintain excellent relationships with all nursing staff, hospital administrators and other key client contacts; Serve as primary point of contact for the client, providing superior customer service to patients, nurses, administrators, other staff members. Actively solicit staff and patient feedback; communicate results to appropriate representatives. * Assist in the development and execution of strategic and outcomes achievement plans for the account; Advise client on the blueprint for success, our IPC tools and their effectiveness regarding outcomes as well as the overall usefulness of the GetWellNetwork system. * Arrange and conduct twice yearly key executive meetings to review the strategic plan on ROI; Educate and facilitate participation in research. * Monitor client satisfaction and quality goals by facilitating bi-weekly, monthly and/or quarterly project status meetings with appropriate hospital representatives. Continuously communicate updates to hospital staff regarding all aspects of the use and status of system. * Drive utilization of the GetWellNetwork system by conducting quarterly account review meetings pertaining to account roadmap; conduct nurse and staff training, orienting them on the functionality and use of the system; actively participate in hospital staff nursing and steering committee meetings promoting interactive patient care. * Monitor system utilization daily; identify and address any hot spot"" areas of underutilization; continuously work with staff to improve system utilization, as well as provide recommendations for improvement. * Serve as the project manager on all development, content and configuration requests for the hospital; oversee and ensure prompt resolution of operational issues/complaints. Execute and manage the action plan for implementing features and functionality to achieve strategic outcome objectives. * Create, audit and maintain system content or work with the Client Innovation team to create hospital specific content. Required Skills * Strong customer service, project management skills. * Excellent oral and written communication skills. * Must be willing to work evening/weekend hours as needed. Required Experience * Previous experience working within a hospital or other healthcare environment required. * Bachelor's Degree required."
1280,11746,15944,GetWellNetwork,142,85647,1,description,"â€¢ Focused on an Improvement Project for the utilization and sustainability of the GetWellNetwork and capturing other resources of how in-patient education is done throughout the hospitalâ€¢ Increased interviewing skills with staff and patientsâ€¢ Received training and certifications in Emotional Intelligence, Crucial Conversations, and Coaching towards Higher Performance"
1281,11746,15944,GetWellNetwork,142,85649,1,description,"â€¢ Focused on an Improvement Project for the utilization and sustainability of the GetWellNetwork and capturing other resources of how in-patient education is done throughout the hospitalÂ  â€¢ Increased interviewing skills with staff and patientsÂ  â€¢ Received training and certifications in Emotional Intelligence, Crucial Conversations, and Coaching towards Higher Performance"
1282,11746,15944,GetWellNetwork,142,85651,1,description,"Responsible for the daily operations and utilization of the Interactive Patient Care solution (GetWellNetwork) for inpatient and ambulatory facilities within Carolinas HealthCare System. Drive Interactive Patient Care blueprint for success to achieve outcomes and ultimately improve patient care. Serve as the liaison between patients, hospitals, administration, IT, and GetWellNetwork service teams."
1283,11746,15944,GetWellNetwork,142,85653,1,description,"This position is responsible for assuming the administrative and leadership oversight for the operational activities associated with the delivery of care and services within the Orthopedics and Physical Rehabilitation Division. The position supervises and supports 70+ direct reports in order to contribute to the overall goals of the unit and the organization. In addition, the role set the tone to ensure the adoption and assimilation of state of the art tools and technology. Responsible for interviewing, staff selection, evaluations, training, and scheduling of resources in order to provide the highest level of patient care.Â  Â  Created and implemented standardized workflows that delivered â€œReady to Moveâ€ù processes for patient throughput out of the Emergency Department. This resulted in decreasing the admit time to patient in bed from an average of 180 minutes to an average of 60 minutes.Â  Established measurable goals to improve utilization of the GetWellNetworkÂ® (GWN) by engaging hospital leadership and integrating GWN into the patient care process. In one year, utilization doubled as measured through this thru data-sharing, re-education, enhancements to the system, and competition.Â  Managed workstreams that were instrumental in the clinical integration of the Intelligent Care System (VoalteÂ®, Hill-RomÂ®, SoteraÂ® Wireless, TeleTrackingÂ®, Get Well NetworkÂ®, hand hygiene, and RTLS). Provided post implementation oversight to ensure continued compliance and full adoption of technologiesÂ  Directed the successful implementation SoteraÂ® Wireless (continuous vital signs monitoring for medical-surgical patients) which resulted in a 35% reduction of rapid response calls and 40% reduction in code blue calls Â  Championed the implementation of a new electronic medical record system (EMR). Participated in a team that included multiple disciplines in the capacity of a Super User during the implementation phase. Served as a Super User for sister hospitalâ€™s (Silver Spring and Boise) implementation providing support to new users as they began to integrate the EMR into daily work flows. Â  Represented the Nursing Division in the planning, development, and implementation of a 7-floor, $145 million patient tower that was responsible for the layout of patient rooms, accessories, and support spaces.Â  Represented the nursing division in the transition from a manual to fully automated medication dispensing system (PyxisÂ®) which included coordinating user testing and training.Â  Actively participated in the technology sub-group which successfully rolled out 7 different applications that improved efficiencies, patient safety, and outcomes. Â  Achieved the unit-based â€œHand Hygiene Awardâ€ù and retained this status for 6 months straight (with approximately 90% staff compliance). Â  Identified key elements required for a â€œDaily Patient Reportâ€ù to satisfy operational reporting requirements Â  Developed and maintained unit budgets and consistently performed within targetsÂ  Ensured compliance with regulatory requirements in particular Joint Commission Patient Care chaptersÂ  Successfully implemented several process improvement (A3) projects that resulted in improved documentation, patient satisfaction, and staff satisfactionÂ  Early adopter of Interdisciplinary walking rounds which improved perception of communication between hospital staff and patientsÂ  Mentored nursing students during their leadership course"
1284,11747,15944,GetWellNetwork,142,85636,0,description,"Do not apply here. Please submit resumes to Get WellNetwork. Below is the direct link to the position: https: getwellnetwork-openhire.silkroad.com epostings index.cfm?fuseaction=app.jobInfo&version=1&jobid=99 GetWellNetwork is a high-growth software company in the healthcare industry and is based in the Washington DC-area with employees located throughout the country. We pioneered the interactive patient care industry. Our clients are changing the nature of healthcare in America by using our tools to flip the model of patient care on its head. Our software applications empower healthcare providers, patients and families with information, tools and community needed along the patient journey to improve outcomes. Our employees are changing the lives of millions of patients and their families every day. If you consider yourself a rock star who loves working in a high-growth, dynamic environment filled with passionate employees then we want to meet with you, as we have your dream job! Opportunity: Dedicated Interactive Patient Care Manager A GetWellNetworkr Interactive Patient Care (IPC) Dedicated Manager is responsible for the daily operations and utilization of the GetWellNetwork system at a designated client hospital. The IPC Manager ensures client satisfaction by driving the interactive patient care blueprint for success agenda to achieve outcomes and ultimately improve patient care. The IPC Dedicated Manager is the liaison between the customer (Patients), the client (Hospital) and the GetWellNetwork Client Services team. GetWellNetwork is looking for a talented and enthusiastic Dedicated IPC Manager to support a client in Peoria, Illinois. Responsibilities: Develop, manage and maintain excellent relationships with all nursing staff, hospital administrators and other key client contacts; Serve as primary point of contact for the client, providing superior customer service to patients, nurses, administrators, other staff members. Actively solicit staff and patient feedback; communicate results to appropriate representatives. Assist in the development and execution of strategic and outcomes achievement plans for the account; Advise client on the blueprint for success, our IPC tools and their effectiveness regarding outcomes as well as the overall usefulness of the GetWellNetwork system. Arrange and conduct twice yearly key executive meetings to review the strategic plan on ROI; Educate and facilitate participation in research. Monitor client satisfaction and quality goals by facilitating bi-weekly, monthly and or quarterly project status meetings with appropriate hospital representatives. Continuously communicate updates to hospital staff regarding all aspects of the use and status of system. Drive utilization of the GetWellNetwork system by conducting quarterly account review meetings pertaining to account roadmap; conduct nurse and staff training, orienting them on the functionality and use of the system; actively participate in hospital staff nursing and steering committee meetings promoting interactive patient care. <SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; mso-fareast-f"
1285,11747,15944,GetWellNetwork,142,85638,0,description,"<description>We're building something special here. We're planning the future for a company that is the future of health care. We're creating a culture where people are passionate about making lives better, willing to lend a hand and ready to have fun doing it. We are unique, we color outside the lines...we work hard and play hard. We're winners: 2014 Washington Business Journal's 50 Fastest Growing Companies, five time Inc. 5000 honoree and a 2013 Inc. Hire Power Award winner We are GetWellNetwork. Bring your passion, drive and knowledge of human resources and we'll give you the chance to flex your muscles working on projects that drive the human capital capabilities of our organization. Intrigued? Let's see what we can do together.We provide: - Meaningful projects for you to own - A fun team that ideates and iterates together - Inclusion in learning opportunities to grow your knowledge with practical application - A unique, laid back environment (and, yes...you can wear jeans to work) - A chance to see your work put to use About GetWellNetwork: GetWellNetworkÂ®, Inc. provides patient engagement solutions that help health care providers engage, educate and empower patients along the care continuum. Our patient-centered platform, delivered across multiple technology platforms including mobile devices, computers and televisions, enables providers to implement a revolutionary care delivery model called Interactive Patient CareÃ¢- to improve performance and patient outcomes. The company further extends the value of existing IT investments by integrating seamlessly with electronic medical record and patient portal applications. GetWellNetwork is recognized by KLASÂ® as the leader in the Interactive Patient Systems category. Learn more at www.GetWellNetwork.com .</description><requirement>You bring: - Current Master's degree educational journey in human resources, organization psychology or MBA with HR specialty - Desire to continue your learning journey in human resources - Love of getting your hands dirty digging into projects - Pride in seeing something through and making a concrete contribution - Passion for personal learning - A belief that two heads are better than one...collaboration wins the race Collaborative approach and strong with to be part of a fun team that ideates and iterates together - Ability to work in Bethesda, MD (we're walking distance from metro and there are parking garages)</requirement>"
1286,11747,15944,GetWellNetwork,142,85640,0,description,"Interactive Patient Care Manager- Get Well Network Facility: Bloomington OSF St. Joseph Medical Center Bloomington IL, 61704 Department: Schedule: full-time Shift: Variable Hours: full time/variable- see link below to apply Hours Per Pay Period: Referral Bonus: Job Details: * Do not apply here. Please submit resumes to Get WellNetwork. Below is the direct link to the position: https://getwellnetwork-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobInfo&version=1&jobid=99 GetWellNetwork is a high-growth software company in the healthcare industry and is based in the Washington DC-area with employees located throughout the country. We pioneered the interactive patient care industry. Our clients are changing the nature of healthcare in America by using our tools to flip the model of patient care on its head. Our software applications empower healthcare providers, patients and families with information, tools and community needed along the patient journey to improve outcomes. Our employees are changing the lives of millions of patients and their families every day. If you consider yourself a rock star who loves working in a high-growth, dynamic environment filled with passionate employees then we want to meet with you, as we have your dream job! Opportunity: Dedicated Interactive Patient Care Manager A GetWellNetwork Interactive Patient Care (IPC) Dedicated Manager is responsible for the daily operations and utilization of the GetWellNetwork system at a designated client hospital. The IPC Manager ensures client satisfaction by driving the interactive patient care blueprint for success agenda to achieve outcomes and ultimately improve patient care. The IPC Dedicated Manager is the liaison between the customer (Patients), the client (Hospital) and the GetWellNetwork Client Services team. GetWellNetwork is looking for a talented and enthusiastic Dedicated IPC Manager to support a client in Peoria, Illinois. Responsibilities: * Develop, manage and maintain excellent relationships with all nursing staff, hospital administrators and other key client contacts; Serve as primary point of contact for the client, providing superior customer service to patients, nurses, administrators, other staff members. Actively solicit staff and patient feedback; communicate results to appropriate representatives. * Assist in the development and execution of strategic and outcomes achievement plans for the account; Advise client on the blueprint for success, our IPC tools and their effectiveness regarding outcomes as well as the overall usefulness of the GetWellNetwork system. * Arrange and conduct twice yearly key executive meetings to review the strategic plan on ROI; Educate and facilitate participation in research. * Monitor client satisfaction and quality goals by facilitating bi-weekly, monthly and/or quarterly project status meetings with appropriate hospital representatives. Continuously communicate updates to hospital staff regarding all aspects of the use and status of system. * Drive utilization of the GetWellNetwork system by conducting quarterly account review meetings pertaining to account roadmap; conduct nurse and staff training, orienting them on the functionality and use of the system; actively participate in hospital staff nursing and steering committee meetings promoting interactive patient care. * Monitor system utilization daily; identify and address any hot spot"" areas of underutilization; continuously work with staff to improve system utilization, as well as provide recommendations for improvement. * Serve as the project manager on all development, content and configuration requests for the hospital; oversee and ensure prompt resolution of operational issues/complaints. Execute and manage the action plan for implementing features and functionality to achieve strategic outcome objectives. * Create, audit and maintain system content or work with the Client Innovation team to create hospital specific content. Required Skills * Strong customer service, project management skills. * Excellent oral and written communication skills. * Must be willing to work evening/weekend hours as needed. Required Experience * Previous experience working within a hospital or other healthcare environment required. * Bachelor's Degree required."
1287,11747,15944,GetWellNetwork,142,85642,0,description,"Interactive Patient Care Manager- Get Well Network Facility: Bloomington OSF St. Joseph Medical Center Bloomington IL, 61704 Department: Schedule: full-time Shift: Variable Hours: full time/variable- see link below to apply Hours Per Pay Period: Referral Bonus: Job Details: * Do not apply here. Please submit resumes to Get WellNetwork. Below is the direct link to the position: https://getwellnetwork-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobInfo&version=1&jobid=99 GetWellNetwork is a high-growth software company in the healthcare industry and is based in the Washington DC-area with employees located throughout the country. We pioneered the interactive patient care industry. Our clients are changing the nature of healthcare in America by using our tools to flip the model of patient care on its head. Our software applications empower healthcare providers, patients and families with information, tools and community needed along the patient journey to improve outcomes. Our employees are changing the lives of millions of patients and their families every day. If you consider yourself a rock star who loves working in a high-growth, dynamic environment filled with passionate employees then we want to meet with you, as we have your dream job! Opportunity: Dedicated Interactive Patient Care Manager A GetWellNetwork(R) Interactive Patient Care (IPC) Dedicated Manager is responsible for the daily operations and utilization of the GetWellNetwork system at a designated client hospital. The IPC Manager ensures client satisfaction by driving the interactive patient care blueprint for success agenda to achieve outcomes and ultimately improve patient care. The IPC Dedicated Manager is the liaison between the customer (Patients), the client (Hospital) and the GetWellNetwork Client Services team. GetWellNetwork is looking for a talented and enthusiastic Dedicated IPC Manager to support a client in Peoria, Illinois. Responsibilities: * Develop, manage and maintain excellent relationships with all nursing staff, hospital administrators and other key client contacts; Serve as primary point of contact for the client, providing superior customer service to patients, nurses, administrators, other staff members. Actively solicit staff and patient feedback; communicate results to appropriate representatives. * Assist in the development and execution of strategic and outcomes achievement plans for the account; Advise client on the blueprint for success, our IPC tools and their effectiveness regarding outcomes as well as the overall usefulness of the GetWellNetwork system. * Arrange and conduct twice yearly key executive meetings to review the strategic plan on ROI; Educate and facilitate participation in research. * Monitor client satisfaction and quality goals by facilitating bi-weekly, monthly and/or quarterly project status meetings with appropriate hospital representatives. Continuously communicate updates to hospital staff regarding all aspects of the use and status of system. * Drive utilization of the GetWellNetwork system by conducting quarterly account review meetings pertaining to account roadmap; conduct nurse and staff training, orienting them on the functionality and use of the system; actively participate in hospital staff nursing and steering committee meetings promoting interactive patient care. * Monitor system utilization daily; identify and address any hot spot"" areas of underutilization; continuously work with staff to improve system utilization, as well as provide recommendations for improvement. * Serve as the project manager on all development, content and configuration requests for the hospital; oversee and ensure prompt resolution of operational issues/complaints. Execute and manage the action plan for implementing features and functionality to achieve strategic outcome objectives. * Create, audit and maintain system content or work with the Client Innovation team to create hospital specific content. Required Skills * Strong customer service, project management skills. * Excellent oral and written communication skills. * Must be willing to work evening/weekend hours as needed. Required Experience * Previous experience working within a hospital or other healthcare environment required. * Bachelor's Degree required."
1288,11747,15944,GetWellNetwork,142,85644,0,description,"Interactive Patient Care Manager- Get Well Network Facility: Bloomington OSF St. Joseph Medical Center Bloomington IL, 61704 Department: Schedule: full-time Shift: Variable Hours: full time/variable- see link below to apply Hours Per Pay Period: Referral Bonus: Job Details: * Please submit resumes to Get WellNetwork. Below is the direct link to the position: https://getwellnetwork-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobInfo&version=1&jobid=99 GetWellNetwork is a high-growth software company in the healthcare industry and is based in the Washington DC-area with employees located throughout the country. We pioneered the interactive patient care industry. Our clients are changing the nature of healthcare in America by using our tools to flip the model of patient care on its head. Our software applications empower healthcare providers, patients and families with information, tools and community needed along the patient journey to improve outcomes. Our employees are changing the lives of millions of patients and their families every day. If you consider yourself a rock star who loves working in a high-growth, dynamic environment filled with passionate employees then we want to meet with you, as we have your dream job! Opportunity: Dedicated Interactive Patient Care Manager A GetWellNetwork(R) Interactive Patient Care (IPC) Dedicated Manager is responsible for the daily operations and utilization of the GetWellNetwork system at a designated client hospital. The IPC Manager ensures client satisfaction by driving the interactive patient care blueprint for success agenda to achieve outcomes and ultimately improve patient care. The IPC Dedicated Manager is the liaison between the customer (Patients), the client (Hospital) and the GetWellNetwork Client Services team. GetWellNetwork is looking for a talented and enthusiastic Dedicated IPC Manager to support a client in Peoria, Illinois. Responsibilities: * Develop, manage and maintain excellent relationships with all nursing staff, hospital administrators and other key client contacts; Serve as primary point of contact for the client, providing superior customer service to patients, nurses, administrators, other staff members. Actively solicit staff and patient feedback; communicate results to appropriate representatives. * Assist in the development and execution of strategic and outcomes achievement plans for the account; Advise client on the blueprint for success, our IPC tools and their effectiveness regarding outcomes as well as the overall usefulness of the GetWellNetwork system. * Arrange and conduct twice yearly key executive meetings to review the strategic plan on ROI; Educate and facilitate participation in research. * Monitor client satisfaction and quality goals by facilitating bi-weekly, monthly and/or quarterly project status meetings with appropriate hospital representatives. Continuously communicate updates to hospital staff regarding all aspects of the use and status of system. * Drive utilization of the GetWellNetwork system by conducting quarterly account review meetings pertaining to account roadmap; conduct nurse and staff training, orienting them on the functionality and use of the system; actively participate in hospital staff nursing and steering committee meetings promoting interactive patient care. * Monitor system utilization daily; identify and address any hot spot"" areas of underutilization; continuously work with staff to improve system utilization, as well as provide recommendations for improvement. * Serve as the project manager on all development, content and configuration requests for the hospital; oversee and ensure prompt resolution of operational issues/complaints. Execute and manage the action plan for implementing features and functionality to achieve strategic outcome objectives. * Create, audit and maintain system content or work with the Client Innovation team to create hospital specific content. Required Skills * Strong customer service, project management skills. * Excellent oral and written communication skills. * Must be willing to work evening/weekend hours as needed. Required Experience * Previous experience working within a hospital or other healthcare environment required. * Bachelor's Degree required."
1289,11747,15944,GetWellNetwork,142,85646,1,description,"â€¢ Provided assistive nursing care to up to 25 clients as unit ancillary including vital signs, hygiene, toileting, intake and output monitoring, oral feeding, repositioning, and ambulatingâ€¢ Performed EKGs, bladder scans, catheterizations, wound care, and stool and urine collectionâ€¢ Maintained safety of high risk patients required constant supervision, with and without restraintsâ€¢ Increased client autonomy by teaching them how to use the GetWellNetwork for maintenance requests, environmental services, and medication informationâ€¢ Facilitated client and visitor requests and complaint resolutions"
1290,11747,15944,GetWellNetwork,142,85648,1,description,Performed room-to-room daily rounds informing patients and families on how to use the GetWellNetwork and additional resources offered by the hospital; streamlined procedures to improve network functionality. Trained replacement interns.
1291,11747,15944,GetWellNetwork,142,85650,1,description,"19403, [â€_]Â  - Providing nursing care to Telemetry & Medical/Surgical Patients daily.Â  - Providing cardiac monitoring, interpretation & intervention of cardiac patients.Â  - Distribution of medications, intravenous drugs/fluids and blood products. Providing wound care identification and treatments.Â  - Working closely with other healthcare providers; determining the best care plan and treatment for each individual patient and/or families.Â  - Use of the ""GetWellNetwork"" technology to provide educational instruction and allow patients and Family to focus on preventative causes, maintenance of condition and/or lifestyle changes.Â  - Use of language line to communicate with persons of different cultures/ethnic backgroundsÂ  - Use of AECIS Computer Software for Documentation, orders and medication distribution.Â  - Have experience working on Intensive Care Unit and Cardiac Care Units of the hospital. Psychiatric Unit and Medical/Surgical Units of Montgomery Hospital."
1292,11747,15944,GetWellNetwork,142,85652,1,description,"Involved with the GetWellNetwork, an Interactive Patient Care client, at the hospital.Â  Tasked with collecting issues from patients and following up with those issues with the GetWellNetwork Help Desk.Â  o Trained 10 volunteers in how to use the GetWellNetwork system and how to teach patients how to utilize the system. This was done to maximize Virtua'sÂ  utility of the purchased product.Â  â€¢ Retroactively converted volunteer time sheets from the 2009 to 2013 time period to a an Excel format."
1293,11747,15944,GetWellNetwork,142,85654,1,description,"â€¢ Launched the setup of wireless keyboards to utilize the newly installed GetWellNetwork computer system that provides patients access to educational health information, email, and other entertainment programs through their televisions.â€¢ Initiated the creation of a user friendly tutorial for staff and patient use on how to efficiently use the GetWellNetwork."
1294,11748,15943,Epic MyChart Bedside,142,85655,1,description,"SUMMARY: Jobs in this family are responsible for developing, testing, maintaining, installing, and/or deploying of applications and related information technologies. In addition, they are responsible for the establishment, development, and promotion of standard architectures, as well as hardware and software components. This role provides consulting services regarding how to integrate information technologies into clinical and business processes and the effective application of industry and organizational technology standards. This position is an emerging information technology professional within the Systems Analyst family. This position participates in the implementation, testing, installation and support of clinical and business applications. Expected activities include but are not limited to: Â· modification of applications as needed to meet user requirements, Â· the definition and development of reports, Â· participation in application upgrades, Â· participation in the resolution of problems and issues associated with installed applications and related information technologies, Â· diagnosis of failures encountered in application software and related technologies, Â· quality control of all application implementations/enhancements prior to release to customers, Â· maintains an awareness of vendor and industry developments/plans in area(s) of responsibility, communication and Â· documentation of all relevant items and activities. QUALIFICATIONS: Â· Position requires at least 3 years of healthcare/business experience and a high school diploma or equivalent. A BA/BS degree in IS or Business is preferred. Â· May have an equivalent combination of education and/or experience in lieu of education and/or experience stated above. Â· Experience in Inpatient MyChart Bedside experience highly preferred. CERTIFICATION: Â· Epic certification is required within 9 months from offer, including 1 test retake. TRAVEL: Â· If Epic certification/training is required, this position may require travel for the first three to five months, which will include roughly one week out of town travel per month.EOE/AA, M/F/Disability/Vet"
1295,11748,15943,Epic MyChart Bedside,142,85656,1,description,"Application Systems Analyst (Inpatient MyChart Bedside) Department: CCHS Information Services Schedule: Full-Time Shift: Days Hours: Req Number: 32684 Job Details: SUMMARY: Jobs in this family are responsible for developing, testing, maintaining, installing, and/or deploying of applications and related information technologies. In addition, they are responsible for the establishment, development, and promotion of standard architectures, as well as hardware and software components. This role provides consulting services regarding how to integrate information technologies into clinical and business processes and the effective application of industry and organizational technology standards. This position is an emerging information technology professional within the Systems Analyst family. This position participates in the implementation, testing, installation and support of clinical and business applications. Expected activities include but are not limited to: . modification of applications as needed to meet user requirements, . the definition and development of reports, . participation in application upgrades, . participation in the resolution of problems and issues associated with installed applications and related information technologies, . diagnosis of failures encountered in application software and related technologies, . quality control of all application implementations/enhancements prior to release to customers, . maintains an awareness of vendor and industry developments/plans in area(s) of responsibility, communication and . documentation of all relevant items and activities. QUALIFICATIONS: . Position requires at least 3 years of direct experience and a high school diploma or equivalent. A BA/BS degree in IS or Business is preferred. . May have an equivalent combination of education and/or experience in lieu of education and/or experience stated above. . Experience in Inpatient MyChart Bedside experience highly preferred. CERTIFICATION: . Epic certification is required within 9 months from offer, including 1 test retake. TRAVEL: . If Epic certification/training is required, this position may require travel for the first three to five months, which will include roughly one week out of town travel per month. EOE/AA, M/F/Disability/Vet Current Employees"
